noun_id,page_index,category,category_name,head,reason,file,classification_method
"1278","694","B06-OBJ","Artifact & Architecture","head-boot","代表画像を目視確認した主要頭部モチーフ: boot","B06-OBJ__Artifact_&_Architecture/noun-1278__head-boot.png","visual audit of representative image for each of 258 head types"
"1277","695","B05-MEC","Machine","head-sailboat","代表画像を目視確認した主要頭部モチーフ: sailboat","B05-MEC__Machine/noun-1277__head-sailboat.png","visual audit of representative image for each of 258 head types"
"1276","696","B05-MEC","Machine","head-fan","代表画像を目視確認した主要頭部モチーフ: fan","B05-MEC__Machine/noun-1276__head-fan.png","visual audit of representative image for each of 258 head types"
"1275","697","B03-FLO","Flora & Fungi","head-bonsai","代表画像を目視確認した主要頭部モチーフ: bonsai","B03-FLO__Flora_&_Fungi/noun-1275__head-bonsai.png","visual audit of representative image for each of 258 head types"
"1274","698","B02-FAU","Fauna","head-werewolf","代表画像を目視確認した主要頭部モチーフ: werewolf","B02-FAU__Fauna/noun-1274__head-werewolf.png","visual audit of representative image for each of 258 head types"
"1273","699","B04-CUL","Culinary","head-egg","代表画像を目視確認した主要頭部モチーフ: egg","B04-CUL__Culinary/noun-1273__head-egg.png","visual audit of representative image for each of 258 head types"
"1272","700","B06-OBJ","Artifact & Architecture","head-bag","代表画像を目視確認した主要頭部モチーフ: bag","B06-OBJ__Artifact_&_Architecture/noun-1272__head-bag.png","visual audit of representative image for each of 258 head types"
"1271","701","B06-OBJ","Artifact & Architecture","head-bell","代表画像を目視確認した主要頭部モチーフ: bell","B06-OBJ__Artifact_&_Architecture/noun-1271__head-bell.png","visual audit of representative image for each of 258 head types"
"1270","702","B04-CUL","Culinary","head-noodles","代表画像を目視確認した主要頭部モチーフ: noodles","B04-CUL__Culinary/noun-1270__head-noodles.png","visual audit of representative image for each of 258 head types"
"1269","703","B03-FLO","Flora & Fungi","head-bonsai","代表画像を目視確認した主要頭部モチーフ: bonsai","B03-FLO__Flora_&_Fungi/noun-1269__head-bonsai.png","visual audit of representative image for each of 258 head types"
"1268","704","B09-ECH","Secret Echo","head-rgb","代表画像を目視確認した主要頭部モチーフ: rgb","B09-ECH__Secret_Echo/noun-1268__head-rgb.png","visual audit of representative image for each of 258 head types"
"1267","705","B06-OBJ","Artifact & Architecture","head-sand-castle","代表画像を目視確認した主要頭部モチーフ: sand-castle","B06-OBJ__Artifact_&_Architecture/noun-1267__head-sand-castle.png","visual audit of representative image for each of 258 head types"
"1266","706","B03-FLO","Flora & Fungi","head-mushroom","代表画像を目視確認した主要頭部モチーフ: mushroom","B03-FLO__Flora_&_Fungi/noun-1266__head-mushroom.png","visual audit of representative image for each of 258 head types"
"1265","707","B06-OBJ","Artifact & Architecture","head-retainer","代表画像を目視確認した主要頭部モチーフ: retainer","B06-OBJ__Artifact_&_Architecture/noun-1265__head-retainer.png","visual audit of representative image for each of 258 head types"
"1264","708","B06-OBJ","Artifact & Architecture","head-piano","代表画像を目視確認した主要頭部モチーフ: piano","B06-OBJ__Artifact_&_Architecture/noun-1264__head-piano.png","visual audit of representative image for each of 258 head types"
"1263","709","B02-FAU","Fauna","head-cat","代表画像を目視確認した主要頭部モチーフ: cat","B02-FAU__Fauna/noun-1263__head-cat.png","visual audit of representative image for each of 258 head types"
"1262","710","B02-FAU","Fauna","head-dino","代表画像を目視確認した主要頭部モチーフ: dino","B02-FAU__Fauna/noun-1262__head-dino.png","visual audit of representative image for each of 258 head types"
"1261","711","B04-CUL","Culinary","head-mug","代表画像を目視確認した主要頭部モチーフ: mug","B04-CUL__Culinary/noun-1261__head-mug.png","visual audit of representative image for each of 258 head types"
"1260","712","B02-FAU","Fauna","head-fox","代表画像を目視確認した主要頭部モチーフ: fox","B02-FAU__Fauna/noun-1260__head-fox.png","visual audit of representative image for each of 258 head types"
"1259","713","B02-FAU","Fauna","head-whale","代表画像を目視確認した主要頭部モチーフ: whale","B02-FAU__Fauna/noun-1259__head-whale.png","visual audit of representative image for each of 258 head types"
"1258","714","B02-FAU","Fauna","head-orca","代表画像を目視確認した主要頭部モチーフ: orca","B02-FAU__Fauna/noun-1258__head-orca.png","visual audit of representative image for each of 258 head types"
"1257","715","B06-OBJ","Artifact & Architecture","head-curling-stone","代表画像を目視確認した主要頭部モチーフ: curling-stone","B06-OBJ__Artifact_&_Architecture/noun-1257__head-curling-stone.png","visual audit of representative image for each of 258 head types"
"1256","716","B02-FAU","Fauna","head-kangaroo","代表画像を目視確認した主要頭部モチーフ: kangaroo","B02-FAU__Fauna/noun-1256__head-kangaroo.png","visual audit of representative image for each of 258 head types"
"1255","717","B06-OBJ","Artifact & Architecture","head-firehydrant","代表画像を目視確認した主要頭部モチーフ: firehydrant","B06-OBJ__Artifact_&_Architecture/noun-1255__head-firehydrant.png","visual audit of representative image for each of 258 head types"
"1254","718","B05-MEC","Machine","head-cordlessphone","代表画像を目視確認した主要頭部モチーフ: cordlessphone","B05-MEC__Machine/noun-1254__head-cordlessphone.png","visual audit of representative image for each of 258 head types"
"1253","719","B06-OBJ","Artifact & Architecture","head-index-card","代表画像を目視確認した主要頭部モチーフ: index-card","B06-OBJ__Artifact_&_Architecture/noun-1253__head-index-card.png","visual audit of representative image for each of 258 head types"
"1252","720","B05-MEC","Machine","head-satellite","代表画像を目視確認した主要頭部モチーフ: satellite","B05-MEC__Machine/noun-1252__head-satellite.png","visual audit of representative image for each of 258 head types"
"1251","721","B06-OBJ","Artifact & Architecture","head-firehydrant","代表画像を目視確認した主要頭部モチーフ: firehydrant","B06-OBJ__Artifact_&_Architecture/noun-1251__head-firehydrant.png","visual audit of representative image for each of 258 head types"
"1250","722","B02-FAU","Fauna","head-grouper","代表画像を目視確認した主要頭部モチーフ: grouper","B02-FAU__Fauna/noun-1250__head-grouper.png","visual audit of representative image for each of 258 head types"
"1249","723","B06-OBJ","Artifact & Architecture","head-cone","代表画像を目視確認した主要頭部モチーフ: cone","B06-OBJ__Artifact_&_Architecture/noun-1249__head-cone.png","visual audit of representative image for each of 258 head types"
"1248","724","B06-OBJ","Artifact & Architecture","head-baseball-gameball","代表画像を目視確認した主要頭部モチーフ: baseball-gameball","B06-OBJ__Artifact_&_Architecture/noun-1248__head-baseball-gameball.png","visual audit of representative image for each of 258 head types"
"1247","725","B04-CUL","Culinary","head-pizza","代表画像を目視確認した主要頭部モチーフ: pizza","B04-CUL__Culinary/noun-1247__head-pizza.png","visual audit of representative image for each of 258 head types"
"1246","726","B08-NAT","Nature & Element","head-island","代表画像を目視確認した主要頭部モチーフ: island","B08-NAT__Nature_&_Element/noun-1246__head-island.png","visual audit of representative image for each of 258 head types"
"1245","727","B05-MEC","Machine","head-calculator","代表画像を目視確認した主要頭部モチーフ: calculator","B05-MEC__Machine/noun-1245__head-calculator.png","visual audit of representative image for each of 258 head types"
"1244","728","B06-OBJ","Artifact & Architecture","head-sand-castle","代表画像を目視確認した主要頭部モチーフ: sand-castle","B06-OBJ__Artifact_&_Architecture/noun-1244__head-sand-castle.png","visual audit of representative image for each of 258 head types"
"1243","729","B04-CUL","Culinary","head-cheese","代表画像を目視確認した主要頭部モチーフ: cheese","B04-CUL__Culinary/noun-1243__head-cheese.png","visual audit of representative image for each of 258 head types"
"1242","730","B05-MEC","Machine","head-crt-bsod","代表画像を目視確認した主要頭部モチーフ: crt-bsod","B05-MEC__Machine/noun-1242__head-crt-bsod.png","visual audit of representative image for each of 258 head types"
"1241","731","B07-MAT","Material & Mineral","head-diamond-blue","代表画像を目視確認した主要頭部モチーフ: diamond-blue","B07-MAT__Material_&_Mineral/noun-1241__head-diamond-blue.png","visual audit of representative image for each of 258 head types"
"1240","732","B06-OBJ","Artifact & Architecture","head-saw","代表画像を目視確認した主要頭部モチーフ: saw","B06-OBJ__Artifact_&_Architecture/noun-1240__head-saw.png","visual audit of representative image for each of 258 head types"
"1239","733","B06-OBJ","Artifact & Architecture","head-lipstick2","代表画像を目視確認した主要頭部モチーフ: lipstick2","B06-OBJ__Artifact_&_Architecture/noun-1239__head-lipstick2.png","visual audit of representative image for each of 258 head types"
"1238","734","B02-FAU","Fauna","head-kangaroo","代表画像を目視確認した主要頭部モチーフ: kangaroo","B02-FAU__Fauna/noun-1238__head-kangaroo.png","visual audit of representative image for each of 258 head types"
"1237","735","B03-FLO","Flora & Fungi","head-mushroom","代表画像を目視確認した主要頭部モチーフ: mushroom","B03-FLO__Flora_&_Fungi/noun-1237__head-mushroom.png","visual audit of representative image for each of 258 head types"
"1236","736","B04-CUL","Culinary","head-cotton-candy","代表画像を目視確認した主要頭部モチーフ: cotton-candy","B04-CUL__Culinary/noun-1236__head-cotton-candy.png","visual audit of representative image for each of 258 head types"
"1235","737","B04-CUL","Culinary","head-cherry","代表画像を目視確認した主要頭部モチーフ: cherry","B04-CUL__Culinary/noun-1235__head-cherry.png","visual audit of representative image for each of 258 head types"
"1234","738","B02-FAU","Fauna","head-jellyfish","代表画像を目視確認した主要頭部モチーフ: jellyfish","B02-FAU__Fauna/noun-1234__head-jellyfish.png","visual audit of representative image for each of 258 head types"
"1233","739","B04-CUL","Culinary","head-hotdog","代表画像を目視確認した主要頭部モチーフ: hotdog","B04-CUL__Culinary/noun-1233__head-hotdog.png","visual audit of representative image for each of 258 head types"
"1232","740","B05-MEC","Machine","head-skateboard","代表画像を目視確認した主要頭部モチーフ: skateboard","B05-MEC__Machine/noun-1232__head-skateboard.png","visual audit of representative image for each of 258 head types"
